100 50
29 47 H
29 48 N
29 49 N
29 50 T
30 1 N
30 2 T
30 3 N
30 4 H
30 5 H
30 6 N
30 7 N
30 8 N
30 9 N
30 10 B
30 11 N
30 12 H
30 13 T
30 14 H
30 15 N
30 16 H
30 17 N
30 18 H
30 19 B
30 20 B
30 21 N
30 22 N
30 23 T
30 24 N
30 25 T
30 26 B
30 27 N
30 28 N
30 29 N
30 30 H
30 31 B
30 32 N
30 33 T
30 34 B
30 35 H
30 36 T
30 37 N
30 38 H
30 39 T
30 40 N
30 41 N
30 42 T
30 43 H
30 44 N
30 45 T
30 46 H
30 47 N
30 48 N
30 49 N
30 50 N
31 1 H
31 2 N
31 3 H
31 4 N
31 5 N
31 6 H
31 7 N
31 8 H
31 9 T
31 10 T
31 11 N
31 12 H
31 13 H
31 14 H
31 15 N
31 16 N
31 17 N
31 18 T
31 19 N
31 20 N
31 21 N
31 22 N
31 23 N
31 24 H
31 25 N
31 26 N
31 27 H
31 28 N
31 29 B
31 30 N
31 31 H
31 32 B
31 33 H
31 34 B
31 35 T
31 36 N
31 37 N
31 38 H
31 39 N
31 40 N
31 41 H
31 42 B
31 43 N
31 44 B
31 45 N
31 46 N
31 47 B
31 48 H
31 49 N
31 50 T
32 1 T
32 2 H
32 3 N
32 4 N
32 5 N
32 6 N
32 7 N
32 8 B
32 9 N
32 10 T
32 11 B
32 12 N
32 13 T
32 14 N
32 15 T
32 16 B
32 17 N
32 18 N
32 19 N
32 20 H
32 21 N
32 22 N
32 23 H
32 24 H
32 25 N
32 26 H
32 27 N
32 28 N
32 29 N
32 30 H
32 31 N
32 32 N
32 33 N
32 34 H
32 35 H
32 36 B
32 37 N
32 38 T
32 39 H
32 40 N
32 41 N
32 42 T
32 43 N
32 44 H
32 45 N
32 46 T
32 47 N
32 48 N
32 49 H
32 50 T
33 1 N
33 2 T
33 3 B
33 4 N
33 5 B
33 6 N
33 7 H
33 8 H
33 9 T
33 10 N
33 11 H
33 12 H
33 13 H
33 14 T
33 15 B
33 16 N
33 17 T
33 18 T
33 19 H
33 20 N
33 21 H
33 22 H
33 23 H
33 24 T
33 25 H
33 26 N
33 27 N
33 28 N
33 29 N
33 30 N
33 31 N
33 32 N
33 33 B
33 34 N
33 35 T
33 36 H
33 37 H
33 38 H
33 39 H
33 40 N
33 41 N
33 42 B
33 43 N
33 44 B
33 45 N
33 46 T
33 47 H
33 48 H
33 49 T
33 50 H
34 1 N
34 2 N
34 3 N
34 4 N
34 5 B
34 6 B
34 7 T
34 8 N
34 9 H
34 10 B
34 11 N
34 12 N
34 13 N
34 14 N
34 15 T
34 16 N
34 17 N
34 18 N
34 19 H
34 20 H
34 21 N
34 22 T
34 23 N
34 24 T
34 25 T
34 26 N
34 27 H
34 28 N
34 29 N
34 30 B
34 31 T
34 32 H
34 33 N
34 34 N
34 35 N
34 36 T
34 37 N
34 38 N
34 39 N
34 40 N
34 41 N
34 42 T
34 43 T
34 44 H
34 45 T
34 46 T
34 47 T
34 48 H
34 49 N
34 50 N
35 1 T
35 2 N
35 3 N
35 4 N
35 5 N
35 6 N
35 7 N
35 8 H
35 9 B
35 10 N
35 11 N
35 12 N
35 13 N
35 14 N
35 15 H
35 16 N
35 17 N
35 18 N
35 19 T
35 20 T
35 21 H
35 22 H
35 23 N
35 24 B
35 25 H
35 26 H
35 27 H
35 28 N
35 29 T
35 30 B
35 31 T
35 32 B
35 33 H
35 34 N
35 35 H
35 36 N
35 37 N
35 38 N
35 39 T
35 40 B
35 41 H
35 42 N
35 43 T
35 44 N
35 45 T
35 46 N
35 47 N
35 48 N
35 49 H
35 50 T
36 1 B
36 2 N
36 3 T
36 4 T
36 5 T
36 6 T
36 7 T
36 8 T
36 9 B
36 10 N
36 11 N
36 12 N
36 13 T
36 14 N
36 15 N
36 16 T
36 17 B
36 18 N
36 19 B
36 20 B
36 21 H
36 22 N
36 23 N
36 24 B
36 25 N
36 26 T
36 27 B
36 28 B
36 29 N
36 30 N
36 31 N
36 32 N
36 33 T
36 34 H
36 35 N
36 36 N
36 37 N
36 38 B
36 39 N
36 40 N
36 41 T
36 42 N
36 43 N
36 44 T
36 45 T
36 46 N
36 47 T
36 48 B
36 49 H
36 50 H
37 1 N
37 2 H
37 3 N
37 4 N
37 5 N
37 6 N
37 7 N
37 8 N
37 9 H
37 10 T
37 11 H
37 12 T
37 13 N
37 14 H
37 15 N
37 16 N
37 17 B
37 18 T
37 19 B
37 20 N
37 21 N
37 22 T
37 23 N
37 24 T
37 25 T
37 26 H
37 27 N
37 28 N
37 29 T
37 30 B
37 31 T
37 32 N
37 33 H
37 34 H
37 35 T
37 36 T
37 37 B
37 38 B
37 39 N
37 40 N
37 41 T
37 42 H
37 43 T
37 44 B
37 45 N
37 46 N
37 47 N
37 48 N
37 49 H
37 50 N
38 1 H
38 2 T
38 3 N
38 4 H
38 5 N
38 6 N
38 7 N
38 8 T
38 9 N
38 10 T
38 11 N
38 12 N
38 13 N
38 14 N
38 15 N
38 16 N
38 17 H
38 18 N
38 19 H
38 20 N
38 21 T
38 22 N
38 23 T
38 24 T
38 25 N
38 26 N
38 27 T
38 28 N
38 29 N
38 30 N
38 31 N
38 32 N
38 33 N
38 34 H
38 35 B
38 36 B
38 37 H
38 38 N
38 39 N
38 40 N
38 41 N
38 42 N
38 43 H
38 44 N
38 45 N
38 46 N
38 47 T
38 48 N
38 49 B
38 50 H
39 1 T
39 2 T
39 3 H
39 4 H
39 5 N
39 6 H
39 7 N
39 8 H
39 9 H
39 10 T
39 11 H
39 12 H
39 13 T
39 14 H
39 15 H
39 16 H
39 17 N
39 18 B
39 19 N
39 20 T
39 21 T
39 22 N
39 23 H
39 24 N
39 25 N
39 26 H
39 27 N
39 28 T
39 29 T
39 30 N
39 31 T
39 32 T
39 33 T
39 34 H
39 35 T
39 36 N
39 37 T
39 38 N
39 39 N
39 40 N
39 41 H
39 42 T
39 43 H
39 44 N
39 45 B
39 46 H
39 47 T
39 48 N
39 49 N
39 50 T
40 1 H
40 2 N
40 3 T
40 4 N
40 5 N
40 6 B
40 7 B
40 8 T
40 9 N
40 10 T
40 11 T
40 12 H
40 13 N
40 14 N
40 15 H
40 16 T
40 17 N
40 18 N
40 19 N
40 20 H
40 21 B
40 22 T
40 23 N
40 24 H
40 25 H
40 26 N
40 27 H
40 28 N
40 29 N
40 30 T
40 31 T
40 32 H
40 33 T
40 34 H
40 35 T
40 36 N
40 37 N
40 38 T
40 39 T
40 40 N
40 41 H
40 42 T
40 43 N
40 44 B
40 45 T
40 46 T
40 47 N
40 48 N
40 49 H
40 50 N
41 1 T
41 2 N
41 3 N
41 4 T
41 5 N
41 6 H
41 7 N
41 8 H
41 9 N
41 10 N
41 11 N
41 12 N
41 13 B
41 14 N
41 15 H
41 16 H
41 17 H
41 18 T
41 19 N
41 20 B
41 21 T
41 22 B
41 23 B
41 24 B
41 25 N
41 26 N
41 27 N
41 28 N
41 29 T
41 30 N
41 31 N
41 32 T
41 33 H
41 34 N
41 35 B
41 36 H
41 37 H
41 38 N
41 39 N
41 40 N
41 41 H
41 42 B
41 43 N
41 44 H
41 45 N
41 46 N
41 47 N
41 48 N
41 49 N
41 50 H
42 1 T
42 2 H
42 3 N
42 4 T
42 5 H
42 6 N
42 7 N
42 8 N
42 9 N
42 10 H
42 11 N
42 12 H
42 13 N
42 14 N
42 15 H
42 16 N
42 17 B
42 18 T
42 19 N
42 20 T
42 21 T
42 22 H
42 23 H
42 24 N
42 25 N
42 26 N
42 27 N
42 28 N
42 29 H
42 30 T
42 31 H
42 32 T
42 33 N
42 34 H
42 35 H
42 36 T
42 37 B
42 38 N
42 39 H
42 40 N
42 41 N
42 42 N
42 43 T
42 44 T
42 45 H
42 46 H
42 47 N
42 48 T
42 49 T
42 50 N
43 1 H
43 2 T
43 3 N
43 4 N
43 5 N
43 6 N
43 7 N
43 8 H
43 9 N
43 10 N
43 11 N
43 12 N
43 13 N
43 14 H
43 15 N
43 16 H
43 17 N
43 18 H
43 19 T
43 20 N
43 21 N
43 22 H
43 23 H
43 24 N
43 25 T
43 26 N
43 27 B
43 28 B
43 29 N
43 30 N
43 31 N
43 32 B
43 33 H
43 34 H
43 35 B
43 36 H
43 37 N
43 38 T
43 39 N
43 40 H
43 41 H
43 42 N
43 43 N
43 44 T
43 45 T
43 46 H
43 47 T
43 48 N
43 49 T
43 50 N
44 1 N
44 2 H
44 3 N
44 4 N
44 5 T
44 6 N
44 7 N
44 8 N
44 9 H
44 10 B
44 11 N
44 12 T
44 13 N
44 14 N
44 15 T
44 16 N
44 17 N
44 18 H
44 19 N
44 20 H
44 21 H
44 22 H
44 23 H
44 24 N
44 25 H
44 26 N
44 27 N
44 28 N
44 29 N
44 30 N
44 31 T
44 32 N
44 33 N
44 34 N
44 35 N
44 36 H
44 37 N
44 38 T
44 39 N
44 40 H
44 41 N
44 42 T
44 43 H
44 44 T
44 45 N
44 46 H
44 47 T
44 48 N
44 49 N
44 50 H
45 1 N
45 2 N
45 3 N
45 4 H
45 5 B
45 6 N
45 7 T
45 8 B
45 9 T
45 10 N
45 11 T
45 12 T
45 13 N
45 14 N
45 15 N
45 16 T
45 17 N
45 18 H
45 19 N
45 20 B
45 21 N
45 22 N
45 23 N
45 24 B
45 25 H
45 26 N
45 27 N
45 28 H
45 29 N
45 30 H
45 31 N
45 32 N
45 33 T
45 34 H
45 35 N
45 36 N
45 37 B
45 38 T
45 39 N
45 40 H
45 41 B
45 42 T
45 43 N
45 44 N
45 45 N
45 46 B
45 47 N
45 48 N
45 49 N
45 50 T
46 1 N
46 2 H
46 3 N
46 4 H
46 5 N
46 6 N
46 7 T
46 8 N
46 9 B
46 10 N
46 11 N
46 12 N
46 13 T
46 14 H
46 15 T
46 16 N
46 17 N
46 18 H
46 19 H
46 20 H
46 21 B
46 22 N
46 23 N
46 24 N
46 25 T
46 26 N
46 27 N
46 28 T
46 29 N
46 30 N
46 31 N
46 32 N
46 33 T
46 34 N
46 35 H
46 36 T
46 37 N
46 38 T
46 39 B
46 40 N
46 41 N
46 42 N
46 43 H
46 44 N
46 45 T
46 46 N
46 47 N
46 48 N
46 49 N
46 50 N
47 1 N
47 2 N
47 3 N
47 4 T
47 5 N
47 6 T
47 7 N
47 8 N
47 9 B
47 10 N
47 11 B
47 12 H
47 13 N
47 14 N
47 15 T
47 16 H
47 17 H
47 18 H
47 19 B
47 20 N
47 21 T
47 22 H
47 23 H
47 24 H
47 25 N
47 26 N
47 27 N
47 28 B
47 29 B
47 30 N
47 31 B
47 32 T
