100 50
18 16 H
18 17 T
18 18 H
18 19 H
18 20 H
18 21 N
18 22 T
18 23 B
18 24 B
18 25 N
18 26 N
18 27 T
18 28 T
18 29 N
18 30 B
18 31 N
18 32 N
18 33 N
18 34 N
18 35 T
18 36 T
18 37 N
18 38 H
18 39 T
18 40 H
18 41 T
18 42 N
18 43 N
18 44 T
18 45 H
18 46 B
18 47 B
18 48 T
18 49 N
18 50 N
19 1 H
19 2 B
19 3 B
19 4 H
19 5 B
19 6 N
19 7 T
19 8 N
19 9 B
19 10 H
19 11 N
19 12 N
19 13 N
19 14 N
19 15 N
19 16 N
19 17 N
19 18 N
19 19 N
19 20 N
19 21 N
19 22 H
19 23 N
19 24 N
19 25 N
19 26 H
19 27 N
19 28 B
19 29 N
19 30 T
19 31 H
19 32 N
19 33 T
19 34 N
19 35 N
19 36 T
19 37 N
19 38 N
19 39 N
19 40 N
19 41 H
19 42 T
19 43 H
19 44 N
19 45 B
19 46 T
19 47 N
19 48 H
19 49 N
19 50 N
20 1 B
20 2 H
20 3 T
20 4 N
20 5 T
20 6 H
20 7 B
20 8 T
20 9 N
20 10 N
20 11 N
20 12 N
20 13 N
20 14 T
20 15 N
20 16 N
20 17 H
20 18 H
20 19 N
20 20 B
20 21 H
20 22 N
20 23 N
20 24 T
20 25 B
20 26 N
20 27 N
20 28 H
20 29 B
20 30 N
20 31 N
20 32 T
20 33 N
20 34 N
20 35 T
20 36 N
20 37 N
20 38 T
20 39 H
20 40 T
20 41 N
20 42 T
20 43 N
20 44 N
20 45 T
20 46 B
20 47 N
20 48 N
20 49 T
20 50 N
21 1 H
21 2 T
21 3 T
21 4 T
21 5 N
21 6 N
21 7 N
21 8 N
21 9 T
21 10 T
21 11 T
21 12 N
21 13 T
21 14 N
21 15 N
21 16 B
21 17 H
21 18 N
21 19 H
21 20 N
21 21 N
21 22 T
21 23 N
21 24 N
21 25 N
21 26 N
21 27 H
21 28 H
21 29 H
21 30 N
21 31 H
21 32 N
21 33 N
21 34 H
21 35 B
21 36 N
21 37 H
21 38 B
21 39 B
21 40 B
21 41 B
21 42 N
21 43 N
21 44 H
21 45 N
21 46 H
21 47 T
21 48 N
21 49 N
21 50 N
22 1 H
22 2 N
22 3 H
22 4 T
22 5 N
22 6 T
22 7 N
22 8 N
22 9 H
22 10 T
22 11 N
22 12 N
22 13 H
22 14 N
22 15 N
22 16 N
22 17 N
22 18 B
22 19 N
22 20 H
22 21 N
22 22 T
22 23 N
22 24 N
22 25 N
22 26 N
22 27 N
22 28 B
22 29 N
22 30 N
22 31 N
22 32 N
22 33 N
22 34 T
22 35 H
22 36 N
22 37 H
22 38 B
22 39 T
22 40 N
22 41 H
22 42 N
22 43 N
22 44 N
22 45 N
22 46 H
22 47 N
22 48 N
22 49 H
22 50 N
23 1 N
23 2 N
23 3 T
23 4 H
23 5 N
23 6 N
23 7 N
23 8 N
23 9 H
23 10 N
23 11 B
23 12 N
23 13 B
23 14 N
23 15 H
23 16 N
23 17 H
23 18 B
23 19 T
23 20 N
23 21 H
23 22 N
23 23 T
23 24 H
23 25 N
23 26 N
23 27 H
23 28 N
23 29 T
23 30 N
23 31 T
23 32 T
23 33 N
23 34 T
23 35 N
23 36 N
23 37 N
23 38 N
23 39 N
23 40 B
23 41 B
23 42 N
23 43 N
23 44 N
23 45 N
23 46 N
23 47 N
23 48 N
23 49 T
23 50 N
24 1 T
24 2 H
24 3 H
24 4 H
24 5 N
24 6 N
24 7 H
24 8 N
24 9 N
24 10 N
24 11 N
24 12 T
24 13 T
24 14 N
24 15 N
24 16 H
24 17 N
24 18 N
24 19 N
24 20 H
24 21 N
24 22 H
24 23 T
24 24 T
24 25 H
24 26 B
24 27 N
24 28 T
24 29 B
24 30 H
24 31 N
24 32 N
24 33 N
24 34 N
24 35 H
24 36 H
24 37 H
24 38 N
24 39 B
24 40 N
24 41 H
24 42 B
24 43 N
24 44 N
24 45 T
24 46 T
24 47 N
24 48 N
24 49 B
24 50 B
25 1 T
25 2 N
25 3 H
25 4 T
25 5 B
25 6 H
25 7 B
25 8 T
25 9 B
25 10 T
25 11 H
25 12 B
25 13 N
25 14 T
25 15 H
25 16 N
25 17 N
25 18 N
25 19 T
25 20 H
25 21 N
25 22 N
25 23 B
25 24 B
25 25 N
25 26 N
25 27 N
25 28 H
25 29 B
25 30 N
25 31 N
25 32 T
25 33 N
25 34 T
25 35 H
25 36 N
25 37 H
25 38 N
25 39 N
25 40 B
25 41 H
25 42 B
25 43 N
25 44 T
25 45 H
25 46 T
25 47 N
25 48 N
25 49 N
25 50 T
26 1 T
26 2 H
26 3 N
26 4 T
26 5 N
26 6 H
26 7 N
26 8 H
26 9 N
26 10 N
26 11 H
26 12 H
26 13 H
26 14 T
26 15 T
26 16 N
26 17 N
26 18 H
26 19 N
26 20 N
26 21 N
26 22 N
26 23 N
26 24 T
26 25 H
26 26 N
26 27 T
26 28 N
26 29 N
26 30 N
26 31 N
26 32 N
26 33 B
26 34 N
26 35 N
26 36 N
26 37 N
26 38 T
26 39 N
26 40 N
26 41 N
26 42 T
26 43 N
26 44 T
26 45 H
26 46 T
26 47 N
26 48 N
26 49 N
26 50 N
27 1 B
27 2 B
27 3 B
27 4 H
27 5 T
27 6 N
27 7 H
27 8 N
27 9 B
27 10 T
27 11 T
27 12 T
27 13 H
27 14 N
27 15 B
27 16 T
27 17 N
27 18 N
27 19 N
27 20 N
27 21 T
27 22 N
27 23 N
27 24 T
27 25 N
27 26 N
27 27 T
27 28 B
27 29 T
27 30 T
27 31 H
27 32 H
27 33 N
27 34 N
27 35 N
27 36 N
27 37 N
27 38 N
27 39 N
27 40 T
27 41 T
27 42 T
27 43 H
27 44 H
27 45 N
27 46 N
27 47 N
27 48 N
27 49 N
27 50 N
28 1 N
28 2 N
28 3 N
28 4 N
28 5 N
28 6 N
28 7 B
28 8 N
28 9 H
28 10 N
28 11 N
28 12 B
28 13 T
28 14 T
28 15 N
28 16 T
28 17 N
28 18 H
28 19 B
28 20 N
28 21 H
28 22 T
28 23 B
28 24 T
28 25 N
28 26 N
28 27 N
28 28 H
28 29 B
28 30 N
28 31 H
28 32 H
28 33 T
28 34 N
28 35 N
28 36 N
28 37 H
28 38 T
28 39 N
28 40 N
28 41 T
28 42 N
28 43 N
28 44 T
28 45 N
28 46 T
28 47 N
28 48 T
28 49 N
28 50 N
29 1 N
29 2 N
29 3 T
29 4 H
29 5 T
29 6 H
29 7 N
29 8 N
29 9 N
29 10 N
29 11 N
29 12 N
29 13 N
29 14 N
29 15 N
29 16 T
29 17 N
29 18 H
29 19 H
29 20 H
29 21 N
29 22 N
29 23 N
29 24 N
29 25 H
29 26 N
29 27 T
29 28 T
29 29 T
29 30 N
29 31 H
29 32 H
29 33 B
29 34 T
29 35 N
29 36 N
29 37 T
29 38 B
29 39 H
29 40 N
29 41 T
29 42 N
29 43 H
29 44 N
29 45 T
29 46 N
29 47 N
29 48 H
29 49 N
29 50 H
30 1 N
30 2 H
30 3 N
30 4 N
30 5 T
30 6 H
30 7 T
30 8 N
30 9 H
30 10 T
30 11 N
30 12 N
30 13 N
30 14 N
30 15 N
30 16 N
30 17 H
30 18 N
30 19 B
30 20 T
30 21 T
30 22 N
30 23 T
30 24 T
30 25 N
30 26 N
30 27 T
30 28 N
30 29 H
30 30 B
30 31 B
30 32 N
30 33 H
30 34 N
30 35 N
30 36 H
30 37 B
30 38 N
30 39 B
30 40 N
30 41 N
30 42 N
30 43 N
30 44 T
30 45 T
30 46 B
30 47 N
30 48 N
30 49 N
30 50 N
31 1 N
31 2 N
31 3 H
31 4 H
31 5 N
31 6 N
31 7 N
31 8 T
31 9 N
31 10 N
31 11 N
31 12 N
31 13 N
31 14 N
31 15 N
31 16 N
31 17 H
31 18 N
31 19 N
31 20 T
31 21 H
31 22 N
31 23 H
31 24 N
31 25 H
31 26 H
31 27 H
31 28 N
31 29 N
31 30 T
31 31 N
31 32 T
31 33 N
31 34 T
31 35 H
31 36 H
31 37 H
31 38 N
31 39 N
31 40 B
31 41 N
31 42 B
31 43 T
31 44 B
31 45 T
31 46 H
31 47 T
31 48 N
31 49 N
31 50 T
32 1 N
32 2 N
32 3 H
32 4 N
32 5 N
32 6 H
32 7 N
32 8 N
32 9 N
32 10 T
32 11 N
32 12 T
32 13 N
32 14 N
32 15 N
32 16 N
32 17 B
32 18 T
32 19 N
32 20 N
32 21 H
32 22 B
32 23 N
32 24 H
32 25 T
32 26 N
32 27 H
32 28 N
32 29 N
32 30 H
32 31 N
32 32 N
32 33 T
32 34 N
32 35 N
32 36 T
32 37 T
32 38 N
32 39 H
32 40 H
32 41 T
32 42 N
32 43 N
32 44 N
32 45 N
32 46 N
32 47 B
32 48 N
32 49 T
32 50 T
33 1 T
33 2 N
33 3 N
33 4 H
33 5 H
33 6 N
33 7 T
33 8 N
33 9 N
33 10 H
33 11 T
33 12 N
33 13 N
33 14 N
33 15 B
33 16 N
33 17 N
33 18 N
33 19 N
33 20 T
33 21 N
33 22 N
33 23 N
33 24 N
33 25 N
33 26 H
33 27 H
33 28 H
33 29 T
33 30 N
33 31 T
33 32 N
33 33 N
33 34 N
33 35 N
33 36 N
33 37 T
33 38 T
33 39 H
33 40 N
33 41 N
33 42 N
33 43 H
33 44 T
33 45 B
33 46 B
33 47 H
33 48 H
33 49 N
33 50 H
34 1 T
34 2 N
34 3 N
34 4 H
34 5 B
34 6 N
34 7 N
34 8 N
34 9 T
34 10 H
34 11 N
34 12 N
34 13 N
34 14 H
34 15 H
34 16 T
34 17 N
34 18 N
34 19 H
34 20 B
34 21 N
34 22 T
34 23 T
34 24 B
34 25 N
34 26 H
34 27 T
34 28 B
34 29 H
34 30 H
34 31 B
34 32 T
34 33 N
34 34 N
34 35 T
34 36 T
34 37 N
34 38 H
34 39 N
34 40 B
34 41 N
34 42 T
34 43 H
34 44 H
34 45 H
34 46 H
34 47 H
34 48 N
34 49 H
34 50 T
35 1 H
35 2 H
35 3 N
35 4 H
35 5 H
35 6 N
35 7 B
35 8 T
35 9 N
35 10 N
35 11 B
35 12 H
35 13 N
35 14 N
35 15 N
35 16 N
35 17 T
35 18 H
35 19 H
35 20 N
35 21 T
35 22 N
35 23 N
35 24 N
35 25 T
35 26 N
35 27 N
35 28 T
35 29 T
35 30 N
35 31 N
35 32 T
35 33 N
35 34 N
35 35 T
35 36 N
35 37 N
35 38 T
35 39 T
35 40 N
35 41 H
35 42 N
35 43 N
35 44 N
35 45 N
35 46 N
35 47 B
35 48 N
35 49 H
35 50 B
36 1 N
36 2 N
36 3 T
36 4 H
36 5 H
36 6 N
36 7 N
36 8 N
36 9 B
36 10 N
36 11 T
36 12 N
36 13 T
36 14 H
36 15 T
36 16 N
36 17 N
36 18 N
36 19 N
36 20 H
36 21 B
36 22 T
36 23 T
36 24 H
36 25 T
36 26 N
36 27 T
36 28 T
36 29 N
36 30 H
36 31 B
36 32 N
36 33 T
36 34 H
36 35 B
36 36 N
36 37 N
36 38 N
36 39 H
36 40 N
36 41 N
36 42 N
36 43 T
36 44 N
36 45 N
36 46 B
36 47 N
36 48 H
36 49 H
36 50 H
37 1 T
37 2 N
37 3 H
37 4 H
37 5 H
37 6 N
37 7 N
37 8 H
37 9 H
37 10 H
37 11 B
37 12 N
37 13 N
37 14 N
37 15 N
37 16 N
37 17 B
37 18 T
37 19 T
37 20 N
37 21 N
37 22 N
37 23 N
37 24 H
37 25 N
37 26 N
37 27 H
37 28 T
37 29 N
37 30 N
37 31 N
37 32 T
37 33 T
37 34 H
37 35 N
37 36 T
37 37 H
37 38 B
37 39 N
37 40 N
37 41 N
37 42 N
37 43 N
37 44 T
37 45 N
37 46 N
37 47 H
37 48 T
37 49 N
37 50 N
38 1 N
38 2 H
38 3 T
38 4 T
38 5 T
38 6 H
38 7 N
38 8 H
38 9 T
38 10 T
38 11 T
38 12 N
38 13 N
38 14 B
38 15 N
38 16 B
38 17 T
38 18 H
38 19 T
38 20 N
38 21 N
38 22 T
38 23 H
38 24 N
38 25 N
38 26 N
38 27 N
38 28 T
38 29 N
38 30 N
38 31 N
38 32 B
38 33 N
38 34 N
38 35 T
38 36 T
38 37 T
38 38 N
38 39 N
38 40 B
38 41 T
38 42 N
38 43 N
38 44 N
38 45 T
38 46 N
38 47 T
38 48 N
38 49 T
38 50 N
39 1 N
39 2 T
39 3 H
39 4 B
39 5 H
39 6 N
39 7 N
39 8 N
39 9 T
39 10 H
39 11 B
39 12 T
39 13 B
39 14 N
39 15 N
39 16 N
39 17 H
39 18 N
39 19 H
39 20 T
39 21 T
39 22 N
39 23 T
39 24 H
39 25 N
39 26 H
39 27 T
39 28 N
39 29 H
39 30 H
39 31 T
39 32 B
39 33 N
39 34 N
39 35 N
39 36 T
39 37 N
39 38 N
39 39 B
39 40 N
39 41 B
39 42 B
39 43 N
39 44 N
39 45 H
39 46 T
39 47 B
39 48 H
39 49 N
39 50 T
40 1 N
40 2 N
40 3 N
40 4 B
40 5 T
40 6 N
40 7 T
40 8 T
40 9 N
40 10 H
40 11 N
40 12 H
40 13 N
40 14 T
40 15 N
40 16 N
40 17 T
40 18 B
40 19 H
40 20 N
40 21 N
40 22 H
40 23 N
40 24 B
40 25 N
40 26 N
40 27 N
40 28 N
40 29 N
40 30 H
40 31 N
40 32 N
40 33 N
40 34 T
40 35 N
40 36 H
40 37 N
40 38 N
40 39 T
40 40 N
40 41 B
40 42 N
40 43 B
40 44 T
40 45 N
40 46 H
40 47 N
40 48 H
40 49 N
40 50 N
41 1 N
41 2 N
41 3 N
41 4 H
41 5 B
41 6 N
41 7 N
41 8 T
41 9 N
41 10 N
41 11 N
41 12 B
41 13 T
41 14 N
41 15 N
41 16 N
41 17 T
41 18 N
41 19 N
41 20 N
41 21 H
41 22 H
41 23 N
41 24 T
41 25 N
41 26 T
41 27 T
41 28 N
41 29 N
41 30 N
41 31 N
41 32 H
41 33 H
41 34 H
41 35 T
41 36 N
41 37 N
41 38 B
41 39 N
41 40 N
41 41 N
41 42 N
41 43 T
41 44 H
41 45 N
41 46 N
41 47 N
41 48 N
41 49 T
41 50 N
42 1 H
42 2 H
42 3 N
42 4 H
42 5 T
42 6 H
42 7 B
42 8 N
42 9 H
42 10 N
42 11 N
42 12 H
42 13 N
42 14 N
42 15 B
42 16 N
42 17 B
42 18 N
42 19 N
42 20 N
42 21 T
42 22 T
42 23 N
42 24 H
42 25 T
42 26 T
42 27 N
42 28 T
42 29 H
42 30 N
42 31 T
42 32 T
42 33 N
42 34 N
42 35 H
42 36 N
42 37 N
42 38 N
42 39 H
42 40 H
42 41 H
42 42 N
42 43 N
42 44 H
42 45 T
42 46 B
42 47 N
42 48 H
42 49 N
42 50 B
43 1 N
43 2 T
43 3 T
43 4 N
43 5 N
43 6 H
43 7 H
43 8 B
43 9 N
43 10 N
43 11 T
43 12 N
43 13 H
43 14 T
43 15 N
43 16 T
43 17 N
43 18 H
43 19 H
43 20 T
43 21 H
43 22 T
43 23 H
43 24 N
43 25 T
43 26 H
43 27 B
43 28 B
43 29 H
43 30 H
43 31 N
43 32 T
43 33 N
43 34 N
43 35 N
43 36 H
43 37 B
43 38 T
43 39 T
43 40 N
43 41 N
43 42 T
43 43 H
43 44 N
43 45 H
43 46 B
43 47 B
43 48 N
43 49 N
43 50 H
44 1 H
44 2 N
44 3 T
44 4 T
44 5 H
44 6 H
44 7 H
44 8 N
44 9 H
44 10 T
44 11 N
44 12 H
44 13 N
44 14 N
44 15 N
44 16 N
44 17 T
44 18 N
44 19 N
44 20 N
44 21 N
44 22 H
44 23 T
44 24 H
44 25 N
44 26 N
44 27 T
44 28 H
44 29 H
44 30 N
44 31 H
44 32 H
44 33 N
44 34 N
44 35 T
44 36 N
44 37 N
44 38 N
44 39 N
44 40 N
44 41 N
44 42 N
44 43 T
44 44 B
44 45 T
44 46 N
44 47 B
44 48 N
44 49 T
44 50 N
45 1 N
45 2 N
45 3 H
45 4 N
45 5 T
45 6 N
45 7 N
45 8 T
45 9 H
45 10 H
45 11 N
45 12 N
45 13 H
45 14 B
45 15 N
45 16 T
45 17 N
45 18 N
45 19 N
45 20 N
45 21 B
45 22 T
45 23 N
45 24 T
45 25 B
45 26 B
45 27 N
45 28 N
45 29 N
45 30 H
45 31 T
45 32 T
45 33 T
45 34 H
45 35 B
45 36 N
45 37 N
45 38 N
45 39 N
45 40 N
45 41 N
45 42 T
45 43 H
45 44 N
45 45 H
45 46 T
45 47 N
45 48 N
45 49 H
45 50 H
46 1 H
46 2 B
46 3 N
46 4 N
46 5 H
46 6 H
46 7 N
46 8 H
46 9 H
46 10 N
46 11 T
46 12 H
46 13 N
46 14 T
46 15 T
46 16 N
46 17 H
46 18 N
46 19 N
46 20 N
46 21 T
46 22 N
46 23 T
46 24 N
46 25 T
46 26 T
46 27 T
46 28 N
46 29 N
46 30 T
46 31 T
46 32 N
46 33 N
46 34 N
46 35 T
46 36 T
46 37 T
46 38 N
46 39 B
46 40 T
46 41 T
46 42 B
46 43 N
46 44 N
46 45 N
46 46 N
46 47 T
46 48 H
46 49 T
46 50 B
47 1 N
47 2 T
47 3 N
47 4 N
47 5 T
47 6 B
47 7 N
47 8 N
47 9 N
47 10 H
47 11 N
47 12 T
47 13 N
47 14 N
47 15 T
47 16 N
47 17 N
47 18 T
47 19 N
47 20 N
47 21 B
47 22 N
47 23 N
47 24 N
47 25 B
47 26 T
47 27 T
47 28 T
47 29 H
47 30 N
47 31 T
47 32 N
