100 50
29 47 T
29 48 N
29 49 H
29 50 H
30 1 N
30 2 T
30 3 T
30 4 N
30 5 H
30 6 T
30 7 H
30 8 T
30 9 N
30 10 N
30 11 T
30 12 N
30 13 N
30 14 H
30 15 N
30 16 H
30 17 N
30 18 N
30 19 T
30 20 H
30 21 T
30 22 N
30 23 H
30 24 N
30 25 N
30 26 T
30 27 N
30 28 T
30 29 N
30 30 N
30 31 H
30 32 N
30 33 N
30 34 H
30 35 H
30 36 H
30 37 N
30 38 N
30 39 N
30 40 B
30 41 N
30 42 T
30 43 B
30 44 N
30 45 H
30 46 B
30 47 T
30 48 H
30 49 N
30 50 N
31 1 T
31 2 N
31 3 N
31 4 N
31 5 B
31 6 N
31 7 H
31 8 T
31 9 H
31 10 N
31 11 N
31 12 H
31 13 T
31 14 N
31 15 N
31 16 N
31 17 N
31 18 N
31 19 H
31 20 N
31 21 N
31 22 H
31 23 N
31 24 N
31 25 N
31 26 T
31 27 T
31 28 H
31 29 N
31 30 T
31 31 N
31 32 N
31 33 N
31 34 H
31 35 N
31 36 N
31 37 N
31 38 N
31 39 N
31 40 H
31 41 N
31 42 T
31 43 T
31 44 T
31 45 N
31 46 B
31 47 N
31 48 N
31 49 N
31 50 H
32 1 N
32 2 T
32 3 B
32 4 N
32 5 N
32 6 N
32 7 N
32 8 H
32 9 T
32 10 N
32 11 N
32 12 N
32 13 N
32 14 N
32 15 B
32 16 B
32 17 T
32 18 N
32 19 H
32 20 T
32 21 N
32 22 N
32 23 N
32 24 N
32 25 N
32 26 H
32 27 N
32 28 N
32 29 T
32 30 N
32 31 N
32 32 N
32 33 N
32 34 N
32 35 H
32 36 H
32 37 N
32 38 B
32 39 H
32 40 N
32 41 H
32 42 H
32 43 T
32 44 N
32 45 N
32 46 H
32 47 N
32 48 N
32 49 N
32 50 H
33 1 T
33 2 B
33 3 T
33 4 T
33 5 N
33 6 N
33 7 H
33 8 N
33 9 N
33 10 T
33 11 N
33 12 B
33 13 N
33 14 N
33 15 B
33 16 T
33 17 B
33 18 N
33 19 H
33 20 N
33 21 N
33 22 N
33 23 H
33 24 N
33 25 N
33 26 H
33 27 N
33 28 T
33 29 B
33 30 T
33 31 B
33 32 T
33 33 B
33 34 N
33 35 T
33 36 N
33 37 N
33 38 T
33 39 B
33 40 N
33 41 N
33 42 N
33 43 N
33 44 H
33 45 N
33 46 H
33 47 N
33 48 H
33 49 N
33 50 N
34 1 N
34 2 N
34 3 B
34 4 N
34 5 N
34 6 N
34 7 N
34 8 N
34 9 N
34 10 T
34 11 N
34 12 N
34 13 T
34 14 H
34 15 H
34 16 H
34 17 T
34 18 N
34 19 H
34 20 N
34 21 N
34 22 N
34 23 T
34 24 N
34 25 N
34 26 B
34 27 N
34 28 T
34 29 N
34 30 N
34 31 N
34 32 N
34 33 N
34 34 T
34 35 N
34 36 N
34 37 N
34 38 T
34 39 H
34 40 B
34 41 N
34 42 N
34 43 N
34 44 N
34 45 N
34 46 N
34 47 N
34 48 B
34 49 T
34 50 T
35 1 N
35 2 B
35 3 T
35 4 B
35 5 B
35 6 T
35 7 N
35 8 T
35 9 B
35 10 T
35 11 T
35 12 T
35 13 N
35 14 N
35 15 H
35 16 T
35 17 T
35 18 N
35 19 T
35 20 N
35 21 T
35 22 H
35 23 N
35 24 N
35 25 H
35 26 N
35 27 N
35 28 N
35 29 N
35 30 B
35 31 N
35 32 H
35 33 H
35 34 N
35 35 B
35 36 N
35 37 T
35 38 T
35 39 H
35 40 N
35 41 N
35 42 B
35 43 B
35 44 N
35 45 N
35 46 H
35 47 N
35 48 T
35 49 N
35 50 N
36 1 T
36 2 N
36 3 H
36 4 H
36 5 N
36 6 H
36 7 T
36 8 B
36 9 H
36 10 N
36 11 N
36 12 N
36 13 T
36 14 N
36 15 H
36 16 N
36 17 T
36 18 H
36 19 N
36 20 N
36 21 N
36 22 N
36 23 T
36 24 N
36 25 H
36 26 B
36 27 N
36 28 N
36 29 H
36 30 T
36 31 B
36 32 T
36 33 T
36 34 T
36 35 T
36 36 T
36 37 N
36 38 N
36 39 N
36 40 H
36 41 T
36 42 N
36 43 N
36 44 N
36 45 T
36 46 N
36 47 B
36 48 T
36 49 H
36 50 T
37 1 B
37 2 T
37 3 N
37 4 H
37 5 N
37 6 H
37 7 N
37 8 N
37 9 B
37 10 N
37 11 N
37 12 H
37 13 N
37 14 N
37 15 T
37 16 H
37 17 T
37 18 N
37 19 N
37 20 T
37 21 N
37 22 N
37 23 H
37 24 B
37 25 H
37 26 N
37 27 N
37 28 N
37 29 N
37 30 N
37 31 N
37 32 H
37 33 H
37 34 T
37 35 H
37 36 N
37 37 T
37 38 H
37 39 H
37 40 H
37 41 N
37 42 N
37 43 H
37 44 H
37 45 B
37 46 H
37 47 N
37 48 H
37 49 N
37 50 H
38 1 N
38 2 N
38 3 N
38 4 T
38 5 N
38 6 N
38 7 N
38 8 T
38 9 N
38 10 T
38 11 N
38 12 N
38 13 N
38 14 H
38 15 N
38 16 N
38 17 H
38 18 B
38 19 N
38 20 T
38 21 N
38 22 T
38 23 N
38 24 N
38 25 T
38 26 B
38 27 N
38 28 B
38 29 H
38 30 H
38 31 N
38 32 N
38 33 H
38 34 B
38 35 B
38 36 H
38 37 N
38 38 N
38 39 T
38 40 N
38 41 N
38 42 T
38 43 T
38 44 N
38 45 N
38 46 T
38 47 N
38 48 N
38 49 B
38 50 T
39 1 N
39 2 N
39 3 N
39 4 N
39 5 T
39 6 N
39 7 T
39 8 H
39 9 N
39 10 N
39 11 N
39 12 B
39 13 N
39 14 N
39 15 T
39 16 N
39 17 B
39 18 H
39 19 B
39 20 B
39 21 H
39 22 N
39 23 N
39 24 N
39 25 H
39 26 N
39 27 B
39 28 B
39 29 T
39 30 N
39 31 N
39 32 B
39 33 H
39 34 N
39 35 N
39 36 H
39 37 H
39 38 T
39 39 N
39 40 N
39 41 H
39 42 H
39 43 N
39 44 N
39 45 N
39 46 H
39 47 H
39 48 B
39 49 N
39 50 T
40 1 T
40 2 T
40 3 H
40 4 N
40 5 N
40 6 T
40 7 T
40 8 N
40 9 H
40 10 N
40 11 T
40 12 H
40 13 N
40 14 T
40 15 N
40 16 T
40 17 N
40 18 N
40 19 N
40 20 T
40 21 N
40 22 H
40 23 H
40 24 B
40 25 N
40 26 N
40 27 N
40 28 B
40 29 H
40 30 T
40 31 T
40 32 N
40 33 T
40 34 T
40 35 N
40 36 T
40 37 N
40 38 N
40 39 N
40 40 N
40 41 T
40 42 N
40 43 N
40 44 H
40 45 N
40 46 H
40 47 H
40 48 N
40 49 H
40 50 T
41 1 B
41 2 N
41 3 B
41 4 N
41 5 N
41 6 H
41 7 N
41 8 N
41 9 T
41 10 H
41 11 N
41 12 N
41 13 H
41 14 T
41 15 N
41 16 T
41 17 N
41 18 N
41 19 N
41 20 N
41 21 N
41 22 B
41 23 N
41 24 H
41 25 H
41 26 N
41 27 N
41 28 H
41 29 N
41 30 N
41 31 T
41 32 N
41 33 T
41 34 H
41 35 N
41 36 H
41 37 H
41 38 N
41 39 N
41 40 N
41 41 N
41 42 T
41 43 N
41 44 T
41 45 N
41 46 N
41 47 T
41 48 T
41 49 B
41 50 T
42 1 N
42 2 H
42 3 N
42 4 N
42 5 T
42 6 T
42 7 T
42 8 H
42 9 N
42 10 N
42 11 N
42 12 B
42 13 N
42 14 N
42 15 B
42 16 H
42 17 B
42 18 N
42 19 N
42 20 N
42 21 N
42 22 H
42 23 N
42 24 B
42 25 B
42 26 T
42 27 H
42 28 N
42 29 T
42 30 N
42 31 B
42 32 N
42 33 N
42 34 N
42 35 T
42 36 H
42 37 N
42 38 H
42 39 T
42 40 N
42 41 H
42 42 N
42 43 T
42 44 N
42 45 H
42 46 N
42 47 T
42 48 N
42 49 N
42 50 H
43 1 N
43 2 B
43 3 H
43 4 N
43 5 N
43 6 N
43 7 N
43 8 H
43 9 N
43 10 T
43 11 N
43 12 H
43 13 N
43 14 N
43 15 T
43 16 T
43 17 B
43 18 T
43 19 N
43 20 B
43 21 N
43 22 T
43 23 H
43 24 N
43 25 N
43 26 B
43 27 B
43 28 T
43 29 N
43 30 N
43 31 N
43 32 H
43 33 B
43 34 N
43 35 N
43 36 H
43 37 N
43 38 N
43 39 H
43 40 H
43 41 N
43 42 H
43 43 N
43 44 T
43 45 B
43 46 H
43 47 N
43 48 N
43 49 N
43 50 H
44 1 N
44 2 B
44 3 N
44 4 H
44 5 T
44 6 N
44 7 N
44 8 N
44 9 N
44 10 T
44 11 N
44 12 H
44 13 B
44 14 N
44 15 H
44 16 N
44 17 B
44 18 H
44 19 N
44 20 T
44 21 T
44 22 H
44 23 N
44 24 N
44 25 N
44 26 N
44 27 N
44 28 T
44 29 H
44 30 N
44 31 N
44 32 B
44 33 N
44 34 H
44 35 N
44 36 N
44 37 T
44 38 N
44 39 H
44 40 N
44 41 B
44 42 H
44 43 N
44 44 N
44 45 N
44 46 N
44 47 N
44 48 H
44 49 B
44 50 T
45 1 N
45 2 N
45 3 N
45 4 N
45 5 T
45 6 N
45 7 N
45 8 T
45 9 N
45 10 T
45 11 N
45 12 N
45 13 N
45 14 T
45 15 B
45 16 N
45 17 H
45 18 N
45 19 N
45 20 T
45 21 B
45 22 H
45 23 N
45 24 H
45 25 T
45 26 H
45 27 N
45 28 N
45 29 B
45 30 B
45 31 N
45 32 B
45 33 N
45 34 N
45 35 N
45 36 H
45 37 N
45 38 T
45 39 H
45 40 N
45 41 N
45 42 H
45 43 H
45 44 T
45 45 N
45 46 T
45 47 T
45 48 T
45 49 N
45 50 N
46 1 N
46 2 N
46 3 N
46 4 T
46 5 B
46 6 N
46 7 N
46 8 H
46 9 H
46 10 B
46 11 N
46 12 T
46 13 H
46 14 B
46 15 N
46 16 N
46 17 H
46 18 N
46 19 H
46 20 N
46 21 T
46 22 N
46 23 N
46 24 N
46 25 N
46 26 B
46 27 N
46 28 H
46 29 H
46 30 N
46 31 T
46 32 T
46 33 N
46 34 N
46 35 N
46 36 N
46 37 N
46 38 N
46 39 N
46 40 H
46 41 N
46 42 N
46 43 T
46 44 B
46 45 B
46 46 T
46 47 N
46 48 N
46 49 H
46 50 N
47 1 B
47 2 H
47 3 T
47 4 H
47 5 N
47 6 N
47 7 N
47 8 H
47 9 N
47 10 N
47 11 T
47 12 N
47 13 B
47 14 N
47 15 T
47 16 N
47 17 N
47 18 N
47 19 N
47 20 T
47 21 T
47 22 N
47 23 T
47 24 N
47 25 N
47 26 N
47 27 T
47 28 N
47 29 N
47 30 N
47 31 T
47 32 N
